Location,ULCS No.,ID,Date Report Issued,Location (Room/Area),,Recommended Corrective Action,Category,Respon-sibility*,Notes,Status,"Date of
Update",Location Closed,Start Date,End Date
Bache ES,2210,14,1/24/12,Facilities Storage Supply Room,,Repair crack in the sidewalk adjacent to the foundation wall and downspout on 22nd Street. Repair the damaged pointing located around the bottom of the window lintel and base of exterior wall.,Mold/Moisture,M,Completed per Maintenance,closed,3/26/12,NO,,
Bache ES,2210,15,1/24/12,Radiator Steam Traps,,Replace the radiator steam traps throughout the building.,Mold/Moisture,F,Completed per FAC,closed,1/24/12,NO,,
Bache ES,2210,16,1/24/12,Room 6,,The cleaning of the partition wall storage pocket to remove any associated musty odors was included in the mold DDC issued on 1/12/2012.,Mold/Moisture,M,completed per Maintenance,closed,3/26/12,NO,,
Bache ES,2210,17,12/12/12,Former Science Room (2nd floor),,Remove the plaster debris from the window sill and floor.  This location should be inspected for plaster debris on a routine basis and cleaned as needed.,Point Source,F,Plaster debris was observed on the floor and window sill.,closed,12/19/12,NO,,
Bache ES,2210,18,12/12/12,Former Science Room (2nd floor),,Replace the insect glue board and evaluate the classroom for access points and seal as needed.,Pest Management,F,A deceased bat was observed on an insect glue board.,closed,12/19/12,NO,,
Bache ES,2210,19,12/12/12,Room 6,,Repair the electrical cord on the unit ventilator in Room 6.,Ventilation,M,The unit ventilator was unplugged due to a damaged electrical cord.,closed,12/19/12,NO,,
Bache ES,2210,20,12/12/12,Room 6 and Closet,,Repair the damaged asbestos containing pipe insulation.  An asbestos DDC was issued by Batta Environmental 10/23/2012.,Point Source,M,Damaged asbestos containing pipe insulation was observed on the top of the riser in the classroom and the bottom of the riser in the closet.,closed,12/19/12,NO,,
Bache ES,2210,21,12/12/12,Rooms 14 and 21,,Install window safety screen on the windows in classrooms 14 and 21.,Safety,M,Classroom 14 and 21 do not have window safety screen.,closed,12/19/12,NO,,
Bache ES,2210,22,12/12/12,Unit Ventilators,,Remove the material blocking the unit ventilator fresh air supply and adjust fresh air damper manually as needed.,Ventilation,F,Non-asbestos scrapes of ceiling tiles and caulking were observed in place of the fresh air filters located within the unit ventilators.,closed,12/19/12,NO,,
Bache ES,2210,23,12/12/12,Unit Ventilators,,Evaluate the integrity of the L brackets holding on the unit ventilator covers and secure or replace as needed.,Safety,M,The unit ventilator covers are very heavy and are fasten to the wall with and L bracket.,closed,12/19/12,NO,,
Bache ES,2210,24,12/12/12,Unit Ventilators,,"Repair the circuit breaker associated with the unit ventilators for Rooms 6, 15 and 24.",Ventilation,M,"The circuit breaker that controls the unit ventilators in Rooms 6, 15 and 24 is inoperable.",closed,12/19/12,NO,,
Bache ES,2210,25,12/12/12,Unit Ventilators,,The results of the samples collected were negative for asbestos. Completed.,Ventilation,OEMS,Suspect asbestos containing ceiling tiles and caulking was observed in place of the fresh air filters blocking the flow of outdoor air into the unit ventilator.  The suspect materials were sampled for asbestos containing material.,closed,12/12/12,NO,,
Bache ES,2210,26,1/24/12,F&T Steam Traps,,Replace the F&T steam traps throughout the building.,Mold/Moisture,M,Needs to be evaluated.,open,2/12/13,NO,,
Bache ES,2210,27,12/12/12,Exterior,,"Evaluate the pointing associated with Room 14, and Stairwell #1 and repair as necessary.",Mold/Moisture,M,Moisture damaged plaster walls and ceilings were observed in Room 14 and Stairwell #1.  These conditions are presumed to be associated with the pointing. Room 14 was completed and the stairwell needs light truck.,open,2/12/13,NO,,
Bache ES,2210,28,12/12/12,Former Science Room (2nd floor),,Replace the water stained ceiling tiles and monitor location for new staining.,Mold/Moisture,F,Water stained suspended ceiling tiles were observed in the stairwell.  Based on the moisture content reading the roof leak appears to have been repaired.,open,12/12/12,NO,,
Bache ES,2210,29,12/12/12,Former Science Room (2nd floor),,Repair the moisture damaged plaster walls located in the former science room.,Mold/Moisture,M,Moisture damaged plaster walls were observed in the corner of the room and above the windows. Based on the moisture content reading the roof leak appears to have been repaired.,open,12/12/12,NO,,
Bache ES,2210,30,12/12/12,Library,,Replace the water stained ceiling tiles and evaluate the source of moisture above the suspended ceiling.  Repair or issue a work order as needed.,Mold/Moisture,F,Water stained ceiling tiles were observed in the corner of the room and above the window.,open,12/12/12,NO,,
Bache ES,2210,31,12/12/12,Room 14,,Remove the plaster debris from the window sill and carpeting.  This location should be inspected for plaster debris on a routine basis and cleaned as needed.,Point Source,F,Plaster debris was observed on the window sill and area carpet.,open,12/12/12,NO,,
Bache ES,2210,32,12/12/12,Room 14,,Repair the moisture damaged ceiling located above the windows.,Mold/Moisture,M,Moisture damaged plaster ceiling was observed above the window.,open,12/12/12,NO,,
Bache ES,2210,33,12/12/12,Room 6,,Replace the water stained ceiling tile and evaluate the source of moisture above the suspended ceiling.  Repair or issue a work order as needed.,Mold/Moisture,F,A water stained ceiling tile was observed adjacent to the window.,open,12/12/12,NO,,
Bache ES,2210,34,12/12/12,Room 6,,Repair the suspended ceiling track and ceiling tiles that are hanging down.,Safety,F,The suspended ceiling tiles and track was hanging down in a couple areas and have the potential to fall. Closed per 2210.34.1,closed,6/13/14,NO,,
Bache ES,2210,35,12/12/12,Room 6 Closet,,Replace the water stained ceiling tiles and evaluate the source of moisture above the suspended ceiling.  Repair or issue a work order as needed.,Mold/Moisture,F,Water stained suspended ceiling tiles were observed in the closet.,open,12/12/12,NO,,
Bache ES,2210,36,12/12/12,Stairwell #1,,Replace the water stained ceiling tiles and evaluate the source of moisture above the suspended ceiling.  Repair or issue a work order as needed.,Mold/Moisture,F,Water stained suspended ceiling tiles were observed in the stairwell.,open,12/12/12,NO,,
Bache ES,2210,37,12/12/12,Stairwell #1,,Repair the moisture damaged plaster walls located in the stairwell.,Mold/Moisture,M,Moisture damaged plaster walls were observed in the stairwell.,open,12/12/12,NO,,
Bache ES,2210,38,12/12/12,Unit Ventilators,,Vacuum and wet wipe the interior of the unit ventilators and install new air filters. The fresh air and return air filters should be align properly in the tracks. ,Ventilation,F,The unit ventilator air filters inspected were not the correct size and were not seated in the track properly. An accumulation of particulate and debris was observed inside the unit ventilators.,open,12/12/12,NO,,
Baldi MS,8160,1,10/4/13,Classroom Windows,,Conduct assessment of the classroom windows.  Each classroom should have at least one operable window.  Issue work orders as needed for the repair.,Ventilation,M,The staff reported that many classrooms do not have at least one operable window. Maintenance reported 200 balancers are being replaced.,closed,10/18/13,NO,,
Baldi MS,8160,2,10/4/13,IT Network Closet,,Increase temperature settings on the split system unit in the IT network closet to prevent condensation from forming on the surrounding walls.,Mold/Moisture,F,The source of moisture and mold growth on the walls of the Nurse's Office and Community Room appear to be from condensation due to overcooling in the IT network closet.,closed,10/31/13,NO,,
Baldi MS,8160,3,10/4/13,Nurse's Office,,Clean mold growth from the section of wall in the Nurse's office with a detergent solution.,Mold/Moisture,F,Mold growth was observed on the lower section of the block wall in the corner and adjacent to the IT network closet.  Mold growth was also reported on the community room walls adjacent to the IT network closet and was cleaned by the Building Engineer. ,closed,10/18/13,NO,,
Baldi MS,8160,4,11/15/13,Art Room C/D,,Replace the water stained and moldy ceiling and check roof drain for blockage.  This location should be checked for new staining following heavy rainfall.  If staining a work order should be issued for evaluation and repair.,Mold/Moisture,F,Mold growth was observed on the ceiling tile at the roof drain.  No active leaks were reported and is presumed to be from an old leak that was repaired.,closed,11/19/13,NO,,
Baldi MS,8160,5,11/15/13,Counselor's Office Y-16 (open area),,Discard the water stained ceiling tile and evaluate above the suspended ceiling for the source of moisture.  Replace the ceiling tile and issue work orders as needed for the repair.,Mold/Moisture,F,A water stained ceiling tile was observed.  No active leaks were observed and the staining appeared to be dry.,closed,11/19/13,NO,,
Baldi MS,8160,6,11/15/13,Seminar 18,,Discard the water stained ceiling tiles and evaluate above the suspended ceiling for the source of moisture.  Replace the ceiling tiles and issue work orders as needed for the repair.,Mold/Moisture,F,Water stained ceiling tiles were observed.,closed,11/19/13,NO,,
Baldi MS,8160,7,10/4/13,HVAC Digital Control,,Evaluate the HVAC digital control system and outdoor air temperature sensor.  This system should be adjusted or repaired to maintain comfortable interior temperatures and an adequate amount of outdoor air.,Ventilation,M,"The Building Engineer indicated the outdoor temperature senor reads 65.5°F all year.  During the winter months, he manually disconnects the outdoor dampers to help maintain temperature within the building. ",open,10/4/13,NO,,
Baldi MS,8160,8,11/15/13,Art Room A/B,,Remove the flaking paint from this room and repaint.,Point Source,M,Flaking paint was observed on the walls and overhead concrete beams.,open,11/15/13,NO,,
Baldi MS,8160,9,11/15/13,Art Room C/D,,Remove the flaking paint from this room and repaint.,Point Source,M,Flaking paint was observed on the walls and overhead concrete beams.,open,11/15/13,NO,,
Baldi MS,8160,10,11/15/13,Assistant Principal's Office (Flehinger),,Remove the flaking paint from this room and repaint.,Point Source,M,Flaking paint was observed on the walls.,open,11/15/13,NO,,
Baldi MS,8160,11,11/15/13,Assistant Principal's Office (Nelson),,Remove the flaking paint from this room and repaint.,Point Source,M,Flaking paint was observed on the walls.,open,11/15/13,NO,,
Baldi MS,8160,12,11/15/13,Blue Cafeteria,,Remove the flaking paint from this room and repaint.,Point Source,M,Flaking paint was observed on the upper wall sections and concrete beams.  The highest point of flaking paint was approximately 20 feet from the floor.,open,11/15/13,NO,,
Baldi MS,8160,13,11/15/13,Boy's Gym,,Remove the flaking paint from this room and repaint.,Point Source,M,Flaking paint was observed on the upper wall sections. The highest point of flaking paint was approximately 25 feet from the floor.,open,11/15/13,NO,,
Baldi MS,8160,14,11/15/13,Community Room,,Remove the flaking paint from this room and repaint.,Point Source,M,Flaking paint was observed on the walls.,open,11/15/13,NO,,
Baldi MS,8160,15,11/15/13,Counselor's Copy Room,,Remove the flaking paint from this room and repaint.,Point Source,M,Flaking paint was observed on the walls.,open,11/15/13,NO,,
Baldi MS,8160,16,11/15/13,Counselor's Office  B-13,,Remove the flaking paint from this room and repaint.,Point Source,M,Flaking paint was observed on the walls.,open,11/15/13,NO,,
Baldi MS,8160,17,11/15/13,Counselor's Office  B-15,,Remove the flaking paint from this room and repaint.,Point Source,M,Flaking paint was observed on the walls.,open,11/15/13,NO,,
Baldi MS,8160,18,11/15/13,Counselor's Office  B-16 (open area),,Remove the flaking paint from this room and repaint.,Point Source,M,Flaking paint was observed on the walls.,open,11/15/13,NO,,
Baldi MS,8160,19,11/15/13,Counselor's Office Y-12,,Remove the flaking paint from this room and repaint.,Point Source,M,Flaking paint was observed on the walls.,open,11/15/13,NO,,
Baldi MS,8160,20,11/15/13,Counselor's Office Y-14,,Remove the flaking paint from this room and repaint.,Point Source,M,Flaking paint was observed on the walls.,open,11/15/13,NO,,
Baldi MS,8160,21,11/15/13,Counselor's Office Y-16 (open area),,Remove the flaking paint from this room and repaint.,Point Source,M,Flaking paint was observed on the walls.,open,11/15/13,NO,,
Baldi MS,8160,22,11/15/13,Girl's Gym,,Remove the flaking paint from this room and repaint.,Point Source,M,Flaking paint was observed on the upper wall sections. The highest point of flaking paint was approximately 25 feet from the floor.,open,11/15/13,NO,,
Baldi MS,8160,23,11/15/13,Girls' Locker Room,,Remove the flaking paint from this room and repaint.,Point Source,M,Flaking paint was observed on the walls.,open,11/15/13,NO,,
Baldi MS,8160,24,11/15/13,Green Cafeteria,,Remove the flaking paint from this room and repaint.,Point Source,M,Flaking paint was observed on the upper wall sections and concrete beams.  The highest point of flaking paint was approximately 20 feet from the floor.,open,11/15/13,NO,,
Baldi MS,8160,25,11/15/13,Lower Level Hall near Elevator,,Remove the flaking paint from this room and repaint.,Point Source,M,Flaking paint was observed along the bottom of the hallway wall.,open,11/15/13,NO,,
Baldi MS,8160,26,11/15/13,Main Office,,Remove the flaking paint from this room and repaint.,Point Source,M,Flaking paint was observed on the walls.,open,11/15/13,NO,,
Baldi MS,8160,27,11/15/13,Main Office Copy Room,,Remove the flaking paint from this room and repaint.,Point Source,M,Flaking paint was observed on the walls.,open,11/15/13,NO,,
Baldi MS,8160,28,11/15/13,Nurse's Office,,Remove the flaking paint from this room and repaint.,Point Source,M,Flaking paint was observed on the walls and overhead concrete beams.,open,11/15/13,NO,,
Baldi MS,8160,29,11/15/13,Orange Cafeteria,,Remove the flaking paint from this room and repaint.,Point Source,M,Flaking paint was observed on the upper wall sections and concrete beams.  The highest point of flaking paint was approximately 20 feet from the floor.,open,11/15/13,NO,,
